,VNINDEX,BVH,CSM,CTG,CII,DPM,FLC,EIB,DRC,FPT,HAG,HCM,GMD,HPG,IJC,HSG,MBB,MSN,ITA,OGC,KDC,PVD,PPC,PVT,VCB,SSI,STB,REE,VIC,VNM,NGANHANG,KHOANGSAN,NANGLUONG,VN30,UPCOM,CONGNGHE
2016-06-21,624.5833333333333,59.605,23.908333333333335,16.358333333333334,24.61833333333333,24.679999999999996,6.3,11.699999999999998,36.27833333333333,34.72666666666666,7.7,29.98,27.950000000000003,21.570000000000004,7.945,22.728333333333335,13.865,44.153333333333336,4.533333333333332,2.9,26.175,28.656666666666666,13.115,10.366666666666667,34.16166666666667,19.945,11.433333333333332,19.698333333333334,39.165,110.575,453.67,135.28333333333333,1034.6899999999998,622.2833333333334,58.68333333333334,597.2733333333334
2016-06-22,626.6666666666666,59.605,23.86833333333333,16.326666666666668,24.810000000000002,24.723333333333333,6.233333333333332,11.699999999999998,36.34166666666666,35.35333333333333,7.633333333333333,30.14,27.850000000000005,21.87,8.026666666666666,22.830000000000002,13.834999999999999,44.155,4.483333333333332,2.9,26.801666666666673,29.290000000000003,13.1,10.446666666666665,34.01666666666667,19.961666666666666,11.433333333333335,19.761666666666667,39.285,111.10833333333333,453.00333333333333,134.91666666666666,1038.7933333333333,624.65,58.449999999999996,605.39
2016-06-23,627.375,59.50125,23.905,16.33625,24.76625,24.77625,6.224999999999999,11.687499999999998,36.6275,35.28,7.6375,30.10125,27.7875,22.00625,8.015,22.845000000000002,13.8125,44.04875,4.474999999999999,2.8874999999999997,26.865000000000002,29.275,13.14875,10.4475,34.11625,19.95,11.450000000000001,19.81625,39.208749999999995,111.3425,453.335,134.63125,1039.96625,624.825,58.45,604.33375
2016-06-24,624.9,59.144000000000005,23.798,16.253999999999998,24.627000000000002,24.71,6.1899999999999995,11.649999999999999,36.711999999999996,34.944,7.6,29.859,27.560000000000002,21.95,8.075,22.663,13.744,43.826,4.4399999999999995,2.87,26.749000000000002,29.02,13.115,10.384,34.023,19.819,11.38,19.737000000000002,38.897999999999996,110.921,451.079,134.06799999999998,1037.081,621.65,58.15,598.836
2016-06-25,625.4124999999999,59.13125000000001,23.71875,16.238749999999996,24.62375,24.732499999999998,6.1625,11.612499999999999,36.87624999999999,35.019999999999996,7.575,29.840000000000003,27.512500000000003,22.09125,8.11,22.71875,13.71,43.771249999999995,4.424999999999999,2.8625,26.863750000000003,29.08,13.103750000000002,10.39,34.0325,19.795,11.375,19.782500000000002,38.87875,111.14125000000001,450.78125,133.78499999999997,1037.70625,621.9875,58.0375,599.40625
2016-06-26,624.1333333333333,58.86500000000001,23.705,16.2,24.48,24.755,6.149999999999999,11.58333333333333,37.06999999999999,34.71333333333333,7.55,29.696666666666673,27.350000000000005,22.103333333333335,8.155000000000001,22.531666666666666,13.668333333333331,43.625,4.399999999999999,2.85,26.846666666666668,28.939999999999998,13.115,10.343333333333334,34.013333333333335,19.708333333333332,11.383333333333335,19.778333333333336,38.59833333333333,110.97333333333334,449.67333333333335,133.48,1037.4283333333333,620.1166666666667,57.9,594.8516666666666
2016-06-27,619.7666666666665,58.044999999999995,23.573333333333334,16.054999999999996,24.293333333333333,24.621666666666666,5.999999999999999,11.499999999999998,37.099999999999994,34.199999999999996,7.416666666666667,29.015,26.850000000000005,21.895,8.121666666666668,22.150000000000002,13.563333333333333,43.04,4.3166666666666655,2.8000000000000003,26.54166666666667,28.215,12.979999999999999,10.276666666666667,33.79666666666666,19.47,11.25,19.48,38.72833333333333,110.03833333333334,445.65166666666664,132.54333333333332,1029.335,614.1166666666667,57.23333333333334,585.6133333333333
2016-06-28,617.0166666666665,57.73166666666666,23.46666666666667,15.908333333333331,24.198333333333334,24.516666666666666,5.866666666666666,11.416666666666664,36.94,33.93666666666666,7.25,28.38,26.51666666666667,21.711666666666662,8.12,21.955000000000002,13.518333333333333,42.56333333333333,4.249999999999999,2.766666666666667,26.415000000000006,27.78833333333333,12.725,10.236666666666666,33.53,19.28,11.166666666666666,19.185,38.81,110.17333333333333,442.1983333333333,132.58166666666668,1018.6283333333334,610.4166666666666,56.666666666666664,579.7
2016-06-29,620.9166666666666,58.160000000000004,23.831666666666667,16.005,24.403333333333332,24.605,5.833333333333332,11.366666666666665,37.055,34.32666666666666,7.183333333333334,28.285,26.566666666666674,21.813333333333333,7.928333333333335,22.376666666666665,13.61,42.405,4.249999999999999,2.75,26.62333333333334,27.955,12.635,10.436666666666667,33.69,19.423333333333332,11.266666666666666,19.151666666666667,39.34666666666667,111.245,444.81333333333333,133.63166666666666,1016.9499999999999,613.55,56.833333333333336,584.7583333333333
2016-06-30,624.1374999999999,58.495000000000005,24.2825,16.07,24.485,24.63125,5.862499999999999,11.3875,37.21124999999999,34.51875,7.2125,28.4125,26.725,21.966250000000002,7.821250000000001,22.67125,13.62125,42.41875,4.262499999999999,2.75,26.756250000000005,28.1725,12.69875,10.67,33.84375,19.533749999999998,11.2875,19.2075,39.63125,111.745,446.4675,134.5525,1023.6825,616.1999999999999,57.125,587.73125
